alert_id,Type,Rule_name,Status,Transaction_id
885104,Hard Stop,Rule7,Rejected,13547554
885105,Hard Stop,Rule4,Rejected,13547609
885106,Hard Stop,Rule5,Rejected,13547617
885107,Hard Stop,Rule2,Rejected,13547634
885108,Hard Stop,Rule2,Rejected,13547660
885109,Hard Stop,Rule1,Rejected,13547685
885110,Hard Stop,Rule2,Rejected,13547695
885111,Hard Stop,Rule6,Rejected,13547714
885112,Hard Stop,Rule3,Rejected,13547738
885113,Hard Stop,Rule1,Rejected,13547739
885114,Hard Stop,Rule3,Rejected,13547776
885115,Hard Stop,Rule3,Rejected,13547879
885116,Hard Stop,Rule6,Rejected,13547967
885117,Hard Stop,Rule7,Rejected,13547985
885118,Hard Stop,Rule7,Rejected,13548004
885119,Hard Stop,Rule7,Rejected,13548055
885120,Hard Stop,Rule5,Rejected,13548071
885121,Hard Stop,Rule6,Rejected,13548110
885122,Hard Stop,Rule5,Rejected,13548117
885123,Hard Stop,Rule1,Rejected,13548128
885124,Hard Stop,Rule1,Rejected,13548171
885125,Hard Stop,Rule4,Rejected,13548172
885126,Hard Stop,Rule1,Rejected,13548194
885127,Hard Stop,Rule2,Rejected,13548230
885128,Hard Stop,Rule6,Rejected,13548238
885129,Hard Stop,Rule4,Rejected,13548267
885130,Hard Stop,Rule1,Rejected,13548273
885131,Hard Stop,Rule7,Rejected,13548302
885132,Hard Stop,Rule4,Rejected,13548350
885133,Hard Stop,Rule1,Rejected,13548351
885134,Hard Stop,Rule3,Rejected,13548371
885135,Hard Stop,Rule4,Rejected,13548383
885136,Hard Stop,Rule6,Rejected,13548419
885137,Hard Stop,Rule7,Rejected,13548446
885138,Hard Stop,Rule3,Rejected,13548477
885139,Hard Stop,Rule7,Rejected,13548502
885140,Hard Stop,Rule5,Rejected,13548519
885141,Hard Stop,Rule2,Rejected,13548531
885142,Hard Stop,Rule6,Rejected,13548556
885143,Hard Stop,Rule6,Rejected,13548591
885144,Hard Stop,Rule6,Rejected,13548673
885145,Hard Stop,Rule6,Rejected,13548716
885146,Hard Stop,Rule6,Rejected,13548770
885147,Hard Stop,Rule3,Rejected,13548771
885148,Hard Stop,Rule3,Rejected,13548789
885149,Hard Stop,Rule6,Rejected,13548835
885150,Hard Stop,Rule4,Rejected,13548936
885151,Hard Stop,Rule6,Rejected,13548981
885152,Hard Stop,Rule2,Rejected,13549007
885153,Hard Stop,Rule5,Rejected,13549025
885154,Hard Stop,Rule2,Rejected,13549033
885155,Hard Stop,Rule6,Rejected,13549055
885156,Hard Stop,Rule4,Rejected,"13549087, 13549114"
885157,Hard Stop,Rule5,Rejected,13549160
885158,Hard Stop,Rule6,Rejected,13549230
885159,Hard Stop,Rule1,Rejected,13549232
885160,Hard Stop,Rule1,Rejected,13549256
885161,Hard Stop,Rule5,Rejected,13549260
885162,Hard Stop,Rule3,Rejected,13549268
885163,Hard Stop,Rule6,Rejected,13549302
885164,Hard Stop,Rule5,Rejected,13549466
885165,Hard Stop,Rule3,Rejected,13549482
885166,Hard Stop,Rule1,Rejected,13549496
885167,Hard Stop,Rule4,Rejected,13549499
885168,Hard Stop,Rule5,Rejected,13549524
885169,Hard Stop,Rule4,Rejected,13549536
885170,Hard Stop,Rule4,Rejected,13549557
885171,Hard Stop,Rule1,Rejected,13549564
885172,Hard Stop,Rule3,Rejected,13549586
885173,Hard Stop,Rule1,Rejected,13549607
885174,Hard Stop,Rule1,Rejected,13549622
885175,Hard Stop,Rule2,Rejected,13549640
885176,Hard Stop,Rule1,Rejected,13549689
885177,Hard Stop,Rule7,Rejected,13549854
885178,Hard Stop,Rule3,Rejected,13549859
885179,Hard Stop,Rule4,Rejected,13549881
885180,Hard Stop,Rule6,Rejected,13549940
885181,Hard Stop,Rule4,Rejected,13549948
885182,Hard Stop,Rule5,Rejected,13549960
885183,Hard Stop,Rule4,Rejected,13549970
885184,Hard Stop,Rule1,Rejected,13549978
885185,Hard Stop,Rule2,Rejected,13550040
885186,Hard Stop,Rule5,Rejected,13550045
885187,Hard Stop,Rule3,Rejected,13550140
885188,Hard Stop,Rule1,Rejected,13550179
885189,Hard Stop,Rule3,Rejected,13550190
885190,Hard Stop,Rule5,Rejected,13550211
885191,Hard Stop,Rule2,Rejected,13550257
885192,Hard Stop,Rule6,Rejected,13550381
885193,Hard Stop,Rule7,Rejected,13550388
885194,Hard Stop,Rule4,Rejected,13550402
885195,Hard Stop,Rule4,Rejected,13550415
885196,Hard Stop,Rule1,Rejected,13550532
885197,Hard Stop,Rule6,Rejected,13550543
885198,Hard Stop,Rule3,Rejected,13550569
885199,Hard Stop,Rule6,Rejected,13550571
885200,Hard Stop,Rule1,Rejected,13550625
885201,Hard Stop,Rule5,Rejected,13550650
885202,Hard Stop,Rule3,Rejected,13550652
885203,Hard Stop,Rule2,Rejected,13550694
885204,Hard Stop,Rule5,Rejected,13550702
885205,Hard Stop,Rule4,Rejected,13550767
885206,Hard Stop,Rule7,Rejected,13550868
885207,Hard Stop,Rule7,Rejected,13550984
885208,Hard Stop,Rule6,Rejected,13551016
885209,Hard Stop,Rule7,Rejected,13551038
885210,Hard Stop,Rule2,Rejected,13551056
885211,Hard Stop,Rule1,Rejected,13551139
885212,Hard Stop,Rule7,Rejected,13551199
885213,Hard Stop,Rule7,Rejected,13551248
885214,Hard Stop,Rule2,Rejected,13551349
885215,Hard Stop,Rule2,Rejected,13551401
885216,Hard Stop,Rule7,Rejected,13551429
885217,Hard Stop,Rule5,Rejected,13551515
885218,Hard Stop,Rule2,Rejected,13551575
885219,Hard Stop,Rule3,Rejected,13551582
885220,Hard Stop,Rule3,Rejected,13551585
885221,Hard Stop,Rule1,Rejected,13551606
885222,Hard Stop,Rule3,Rejected,13551627
885223,Hard Stop,Rule2,Rejected,13551686
885224,Hard Stop,Rule7,Rejected,13551691
885225,Hard Stop,Rule7,Rejected,13551695
885226,Hard Stop,Rule1,Rejected,13551702
885227,Hard Stop,Rule1,Rejected,13551707
885228,Hard Stop,Rule6,Rejected,13551717
885229,Hard Stop,Rule4,Rejected,13551729
885230,Hard Stop,Rule4,Rejected,13551758
885231,Hard Stop,Rule4,Rejected,13551794
885232,Hard Stop,Rule5,Rejected,13551797
885233,Hard Stop,Rule1,Rejected,13551826
885234,Hard Stop,Rule5,Rejected,13551891
885235,Hard Stop,Rule5,Rejected,13551913
885236,Hard Stop,Rule3,Rejected,13551973
885237,Hard Stop,Rule1,Rejected,13552052
885238,Hard Stop,Rule6,Rejected,13552164
885239,Hard Stop,Rule1,Rejected,13552172
885240,Hard Stop,Rule5,Rejected,13552179
885241,Hard Stop,Rule1,Rejected,13552275
885242,Hard Stop,Rule6,Rejected,13552296
885243,Hard Stop,Rule2,Rejected,13552352
885244,Hard Stop,Rule2,Rejected,13552429
885245,Hard Stop,Rule4,Rejected,13552484
885246,Hard Stop,Rule6,Rejected,13552489
885247,Hard Stop,Rule1,Rejected,13552593
885248,Hard Stop,Rule5,Rejected,13552601
885249,Hard Stop,Rule7,Rejected,13552611
885250,Hard Stop,Rule2,Rejected,13552652
885251,Hard Stop,Rule7,Rejected,13552657
885252,Hard Stop,Rule3,Rejected,13552673
885253,Hard Stop,Rule5,Rejected,13552754
885254,Hard Stop,Rule7,Rejected,13552758
885255,Hard Stop,Rule6,Rejected,13552770
885256,Hard Stop,Rule7,Rejected,13552796
885257,Hard Stop,Rule5,Rejected,13552823
885258,Hard Stop,Rule1,Rejected,13552859
885259,Hard Stop,Rule2,Rejected,13552870
885260,Hard Stop,Rule2,Rejected,13552871
885261,Hard Stop,Rule5,Rejected,13552898
885262,Hard Stop,Rule5,Rejected,13552914
885263,Hard Stop,Rule2,Rejected,13552915
885264,Hard Stop,Rule5,Rejected,13552938
885265,Hard Stop,Rule2,Rejected,13552945
885266,Hard Stop,Rule3,Rejected,13552952
885267,Hard Stop,Rule3,Rejected,13553044
885268,Hard Stop,Rule3,Rejected,13553053
885269,Hard Stop,Rule7,Rejected,13553055
885270,Hard Stop,Rule3,Rejected,13553058
885271,Hard Stop,Rule4,Rejected,13553074
885272,Hard Stop,Rule7,Rejected,13553082
885273,Hard Stop,Rule6,Rejected,13553160
885274,Hard Stop,Rule5,Rejected,13553239
885275,Hard Stop,Rule1,Rejected,13553350
885276,Hard Stop,Rule1,Rejected,13553354
885277,Hard Stop,Rule5,Rejected,13553399
885278,Hard Stop,Rule1,Rejected,"13553452, 13553490, 13553574, 13553594, 13553730, 13553737, 13553755"
885279,Hard Stop,Rule2,Rejected,13553776
885280,Hard Stop,Rule7,Rejected,13553798
885281,Hard Stop,Rule3,Rejected,13553827
885282,Hard Stop,Rule2,Rejected,13553924
885283,Hard Stop,Rule5,Rejected,13553946
885284,Hard Stop,Rule5,Rejected,13554030
885285,Hard Stop,Rule7,Rejected,13554043
885286,Hard Stop,Rule4,Rejected,13554075
885287,Hard Stop,Rule4,Rejected,13554076
885288,Hard Stop,Rule4,Rejected,13554086
885289,Hard Stop,Rule7,Rejected,13554095
885290,Hard Stop,Rule2,Rejected,13554200
885291,Hard Stop,Rule3,Rejected,13554364
885292,Hard Stop,Rule6,Rejected,13554412
885293,Hard Stop,Rule1,Rejected,13554423
885294,Hard Stop,Rule4,Rejected,13554452
885295,Hard Stop,Rule5,Rejected,13554506
885296,Hard Stop,Rule2,Rejected,13554551
885297,Hard Stop,Rule6,Rejected,13554563
885298,Hard Stop,Rule7,Rejected,13554631
885299,Hard Stop,Rule1,Rejected,13554639
885300,Hard Stop,Rule6,Rejected,13554711
885301,Hard Stop,Rule1,Rejected,13554766
885302,Hard Stop,Rule2,Rejected,13554827
885303,Hard Stop,Rule2,Rejected,13554845
885304,Hard Stop,Rule6,Rejected,13554860
885305,Hard Stop,Rule3,Rejected,13554944
885306,Hard Stop,Rule7,Rejected,13554998
885307,Hard Stop,Rule1,Rejected,13555030
885308,Hard Stop,Rule4,Rejected,13555145
885309,Hard Stop,Rule2,Rejected,13555201
885310,Hard Stop,Rule3,Rejected,13555271
885311,Hard Stop,Rule6,Rejected,13555398
885312,Hard Stop,Rule6,Rejected,13555408
885313,Hard Stop,Rule7,Rejected,13555526
885314,Hard Stop,Rule1,Rejected,13555541
885315,Hard Stop,Rule1,Rejected,13555543
885316,Hard Stop,Rule6,Rejected,13555557
885317,Hard Stop,Rule3,Rejected,13555625
885318,Hard Stop,Rule2,Rejected,13555666
885319,Hard Stop,Rule2,Rejected,13555671
885320,Hard Stop,Rule5,Rejected,13555674
885321,Hard Stop,Rule4,Rejected,13555743
885322,Hard Stop,Rule2,Rejected,13555750
885323,Hard Stop,Rule7,Rejected,13555797
885324,Hard Stop,Rule2,Rejected,13555848
885325,Hard Stop,Rule2,Rejected,13555881
885326,Hard Stop,Rule4,Rejected,13555934
885327,Hard Stop,Rule2,Rejected,13555967
885328,Hard Stop,Rule5,Rejected,13555978
885329,Hard Stop,Rule5,Rejected,13555987
885330,Hard Stop,Rule5,Rejected,13555992
885331,Hard Stop,Rule5,Rejected,13555997
885332,Hard Stop,Rule4,Rejected,13556014
885333,Hard Stop,Rule5,Rejected,13556059
885334,Hard Stop,Rule6,Rejected,13556238
885335,Hard Stop,Rule6,Rejected,13556264
885336,Hard Stop,Rule4,Rejected,13556287
885337,Hard Stop,Rule6,Rejected,13556331
885338,Hard Stop,Rule3,Rejected,13556451
885339,Hard Stop,Rule3,Rejected,13556459
885340,Hard Stop,Rule7,Rejected,13556485
885341,Hard Stop,Rule6,Rejected,13556526
885342,Hard Stop,Rule4,Rejected,13556574
885343,Hard Stop,Rule4,Rejected,13556575
885344,Hard Stop,Rule7,Rejected,13556624
885345,Hard Stop,Rule1,Rejected,13556642
885346,Hard Stop,Rule1,Rejected,13556739
885347,Hard Stop,Rule6,Rejected,13556777
885348,Hard Stop,Rule6,Rejected,13556815
885349,Hard Stop,Rule3,Rejected,13556831
885350,Hard Stop,Rule5,Rejected,13556836
885351,Hard Stop,Rule3,Rejected,"13556885, 13556989, 13557004"
885352,Hard Stop,Rule2,Rejected,13557053
885353,Hard Stop,Rule7,Rejected,13557074
885354,Hard Stop,Rule5,Rejected,13557149
885355,Hard Stop,Rule6,Rejected,13557159
885356,Hard Stop,Rule4,Rejected,13557167
885357,Hard Stop,Rule7,Rejected,13557234
885358,Hard Stop,Rule1,Rejected,13557269
885359,Hard Stop,Rule7,Rejected,13557283
885360,Hard Stop,Rule4,Rejected,13557304
885361,Hard Stop,Rule6,Rejected,13557342
885362,Hard Stop,Rule6,Rejected,13557383
885363,Hard Stop,Rule7,Rejected,13557396
885364,Hard Stop,Rule3,Rejected,13557416
885365,Hard Stop,Rule1,Rejected,13557443
885366,Hard Stop,Rule3,Rejected,13557457
885367,Hard Stop,Rule3,Rejected,13557458
885368,Hard Stop,Rule5,Rejected,13557517
885369,Hard Stop,Rule2,Rejected,13557621
885370,Hard Stop,Rule6,Rejected,13557738
885371,Hard Stop,Rule2,Rejected,13557766
885372,Hard Stop,Rule3,Rejected,13557821
885373,Hard Stop,Rule4,Rejected,13557822
885374,Hard Stop,Rule7,Rejected,13557826
885375,Hard Stop,Rule1,Rejected,13557870
885376,Hard Stop,Rule6,Rejected,13557889
885377,Hard Stop,Rule4,Rejected,13557897
885378,Hard Stop,Rule1,Rejected,13557980
885379,Hard Stop,Rule4,Rejected,13558002
885380,Hard Stop,Rule7,Rejected,13558018
885381,Hard Stop,Rule2,Rejected,13558043
885382,Hard Stop,Rule3,Rejected,13558114
885383,Hard Stop,Rule6,Rejected,13558218
885384,Hard Stop,Rule7,Rejected,13558264
885385,Hard Stop,Rule6,Rejected,13558293
885386,Hard Stop,Rule7,Rejected,13558297
885387,Hard Stop,Rule1,Rejected,13558303
885388,Hard Stop,Rule5,Rejected,13558309
885389,Hard Stop,Rule6,Rejected,13558367
885390,Hard Stop,Rule6,Rejected,13558371
885391,Hard Stop,Rule2,Rejected,13558468
885392,Hard Stop,Rule3,Rejected,13558519
885393,Hard Stop,Rule1,Rejected,13558559
885394,Hard Stop,Rule1,Rejected,13558573
885395,Hard Stop,Rule2,Rejected,13558637
885396,Hard Stop,Rule3,Rejected,13558640
885397,Hard Stop,Rule2,Rejected,13558664
885398,Hard Stop,Rule1,Rejected,13558720
885399,Hard Stop,Rule1,Rejected,13558757
885400,Hard Stop,Rule6,Rejected,13558845
885401,Hard Stop,Rule5,Rejected,13558853
885402,Hard Stop,Rule2,Rejected,13558882
885403,Hard Stop,Rule7,Rejected,13558883
885404,Hard Stop,Rule5,Rejected,13558942
885405,Hard Stop,Rule7,Rejected,13558975
885406,Hard Stop,Rule4,Rejected,13558986
885407,Hard Stop,Rule5,Rejected,13559004
885408,Hard Stop,Rule1,Rejected,13559023
885409,Hard Stop,Rule7,Rejected,13559046
885410,Hard Stop,Rule3,Rejected,"13559107, 13559143, 13559149, 13559153"
885411,Hard Stop,Rule6,Rejected,13559162
885412,Hard Stop,Rule7,Rejected,13559340
885413,Hard Stop,Rule5,Rejected,13559392
885414,Hard Stop,Rule6,Rejected,13559394
885415,Hard Stop,Rule2,Rejected,13559404
885416,Hard Stop,Rule1,Rejected,13559420
885417,Hard Stop,Rule2,Rejected,13559513
885418,Hard Stop,Rule1,Rejected,13559514
885419,Hard Stop,Rule4,Rejected,13559549
885420,Hard Stop,Rule6,Rejected,13559550
885421,Hard Stop,Rule6,Rejected,13559610
885422,Hard Stop,Rule3,Rejected,13559732
885423,Hard Stop,Rule2,Rejected,13559766
885424,Hard Stop,Rule7,Rejected,13559776
885425,Hard Stop,Rule3,Rejected,13559915
885426,Hard Stop,Rule5,Rejected,13559949
885427,Hard Stop,Rule7,Rejected,"13559968, 13559996"
885428,Hard Stop,Rule2,Rejected,13560043
885429,Hard Stop,Rule4,Rejected,13560048
885430,Hard Stop,Rule6,Rejected,13560085
885431,Hard Stop,Rule3,Rejected,13560108
885432,Hard Stop,Rule1,Rejected,13560256
885433,Hard Stop,Rule1,Rejected,13560283
885434,Hard Stop,Rule7,Rejected,13560302
885435,Hard Stop,Rule3,Rejected,13560426
885436,Hard Stop,Rule7,Rejected,13560427
885437,Hard Stop,Rule2,Rejected,13560433
885438,Hard Stop,Rule1,Rejected,13560512
885439,Hard Stop,Rule6,Rejected,13560527
885440,Hard Stop,Rule4,Rejected,13560544
885441,Hard Stop,Rule7,Rejected,13560545
885442,Hard Stop,Rule3,Rejected,13560554
885443,Hard Stop,Rule2,Rejected,13560637
885444,Hard Stop,Rule6,Rejected,13560661
885445,Hard Stop,Rule6,Rejected,13560692
885446,Hard Stop,Rule3,Rejected,13560727
885447,Hard Stop,Rule6,Rejected,13560744
885448,Hard Stop,Rule6,Rejected,13560837
885449,Hard Stop,Rule5,Rejected,13560840
885450,Hard Stop,Rule5,Rejected,13560850
885451,Hard Stop,Rule6,Rejected,13560865
885452,Hard Stop,Rule1,Rejected,13560883
885453,Hard Stop,Rule1,Rejected,13560919
885454,Hard Stop,Rule1,Rejected,13560943
885455,Hard Stop,Rule4,Rejected,13561161
885456,Hard Stop,Rule6,Rejected,13561188
885457,Hard Stop,Rule2,Rejected,13561218
885458,Hard Stop,Rule4,Rejected,13561234
885459,Hard Stop,Rule7,Rejected,13561420
885460,Hard Stop,Rule3,Rejected,13561430
885461,Hard Stop,Rule4,Rejected,13561443
885462,Hard Stop,Rule5,Rejected,13561463
885463,Hard Stop,Rule1,Rejected,13561535
885464,Hard Stop,Rule3,Rejected,13561537
885465,Hard Stop,Rule6,Rejected,13561670
885466,Hard Stop,Rule6,Rejected,13561690
885467,Hard Stop,Rule5,Rejected,13561771
885468,Hard Stop,Rule4,Rejected,13561789
885469,Hard Stop,Rule1,Rejected,13561836
885470,Hard Stop,Rule1,Rejected,13561837
885471,Hard Stop,Rule3,Rejected,13561855
885472,Hard Stop,Rule7,Rejected,13561878
885473,Hard Stop,Rule6,Rejected,"13561918, 13561953, 13561960, 13561966, 13562016"
885474,Hard Stop,Rule4,Rejected,13562021
885475,Hard Stop,Rule5,Rejected,13562038
885476,Hard Stop,Rule4,Rejected,13562066
885477,Hard Stop,Rule3,Rejected,13562071
885478,Hard Stop,Rule5,Rejected,13562146
885479,Hard Stop,Rule2,Rejected,13562214
885480,Hard Stop,Rule7,Rejected,13562234
885481,Hard Stop,Rule1,Rejected,13562288
885482,Hard Stop,Rule4,Rejected,13562314
885483,Hard Stop,Rule6,Rejected,13562329
885484,Hard Stop,Rule3,Rejected,13562354
885485,Hard Stop,Rule1,Rejected,13562413
885486,Hard Stop,Rule4,Rejected,13562414
885487,Hard Stop,Rule7,Rejected,13562425
885488,Hard Stop,Rule1,Rejected,13562479
885489,Hard Stop,Rule2,Rejected,13562483
885490,Hard Stop,Rule6,Rejected,13562497
885491,Hard Stop,Rule3,Rejected,13562544
885492,Hard Stop,Rule1,Rejected,13562548
885493,Hard Stop,Rule2,Rejected,13562599
885494,Hard Stop,Rule6,Rejected,"13562641, 13562679"
885495,Hard Stop,Rule6,Rejected,13562692
885496,Hard Stop,Rule3,Rejected,13562693
885497,Hard Stop,Rule4,Rejected,13562700
885498,Hard Stop,Rule5,Rejected,13562716
885499,Hard Stop,Rule6,Rejected,13562731
885500,Hard Stop,Rule5,Rejected,13562756
885501,Hard Stop,Rule2,Rejected,13562808
885502,Hard Stop,Rule2,Rejected,13562812
885503,Hard Stop,Rule4,Rejected,13562814
885504,Hard Stop,Rule2,Rejected,13562817
885505,Hard Stop,Rule6,Rejected,13562831
885506,Hard Stop,Rule3,Rejected,13563018
885507,Hard Stop,Rule6,Rejected,13563055
885508,Hard Stop,Rule4,Rejected,13563091
885509,Hard Stop,Rule6,Rejected,13563106
885510,Hard Stop,Rule1,Rejected,13563113
885511,Hard Stop,Rule6,Rejected,13563118
885512,Hard Stop,Rule6,Rejected,13563163
885513,Hard Stop,Rule6,Rejected,13563211
885514,Hard Stop,Rule6,Rejected,13563228
885515,Hard Stop,Rule4,Rejected,"13563239, 13563242, 13563424, 13563426"
885516,Hard Stop,Rule1,Rejected,13563431
885517,Hard Stop,Rule7,Rejected,13563491
885518,Hard Stop,Rule1,Rejected,13563503
885519,Hard Stop,Rule3,Rejected,13563527
885520,Hard Stop,Rule5,In Review,13543563
885521,Hard Stop,Rule5,In Review,13543565
885522,Hard Stop,Rule6,In Review,13543571
885523,Hard Stop,Rule4,In Review,13543578
885524,Hard Stop,Rule2,In Review,13543582
885525,Hard Stop,Rule5,In Review,"13543591, 13543603, 13543608, 13543616, 13543623"
885526,Hard Stop,Rule5,Accepted,13563559
885527,Hard Stop,Rule4,In Review,13543630
885528,Hard Stop,Rule1,In Review,13543650
885529,Hard Stop,Rule6,In Review,13543651
885530,Hard Stop,Rule7,In Review,13543655
885531,Hard Stop,Rule7,In Review,13543670
885532,Hard Stop,Rule3,In Review,13543676
885533,Hard Stop,Rule7,In Review,13543698
885534,Hard Stop,Rule6,In Review,13543723
885535,Hard Stop,Rule5,In Review,13543727
885536,Hard Stop,Rule6,In Review,13543728
885537,Hard Stop,Rule1,In Review,13543751
885538,Hard Stop,Rule6,In Review,13543758
885539,Hard Stop,Rule3,In Review,13543760
885540,Hard Stop,Rule7,In Review,13543767
885541,Hard Stop,Rule5,In Review,13543771
885542,Hard Stop,Rule3,In Review,13543773
885543,Hard Stop,Rule3,In Review,13543778
885544,Hard Stop,Rule5,In Review,13543782
885545,Hard Stop,Rule7,In Review,13543783
885546,Hard Stop,Rule2,In Review,13543788
885547,Hard Stop,Rule2,In Review,13543799
885548,Hard Stop,Rule1,In Review,13543809
885549,Hard Stop,Rule4,In Review,13543810
885550,Hard Stop,Rule4,In Review,13543830
885551,Hard Stop,Rule7,In Review,13543848
885552,Hard Stop,Rule4,In Review,13543849
885553,Hard Stop,Rule3,In Review,13543854
885554,Hard Stop,Rule2,In Review,13543869
885555,Hard Stop,Rule2,In Review,13543899
885556,Hard Stop,Rule7,In Review,13543913
885557,Hard Stop,Rule6,In Review,13543916
885558,Hard Stop,Rule4,In Review,13543922
885559,Hard Stop,Rule3,In Review,13543930
885560,Hard Stop,Rule4,In Review,13543945
885561,Hard Stop,Rule6,In Review,13543951
885562,Hard Stop,Rule2,In Review,13543965
885563,Hard Stop,Rule2,In Review,13543967
885564,Hard Stop,Rule1,In Review,13543968
885565,Hard Stop,Rule1,In Review,13543973
885566,Hard Stop,Rule7,In Review,13543974
885567,Hard Stop,Rule1,In Review,13544018
885568,Hard Stop,Rule7,In Review,13544029
885569,Hard Stop,Rule4,In Review,13544066
885570,Hard Stop,Rule2,In Review,13544077
885571,Hard Stop,Rule1,In Review,13544078
885572,Hard Stop,Rule6,In Review,13544094
885573,Hard Stop,Rule5,In Review,13544096
885574,Hard Stop,Rule7,In Review,13544127
885575,Hard Stop,Rule5,In Review,13544134
885576,Hard Stop,Rule6,In Review,13544180
885577,Hard Stop,Rule4,In Review,13544189
885578,Hard Stop,Rule3,In Review,13544210
885579,Hard Stop,Rule4,In Review,13544214
885580,Hard Stop,Rule2,In Review,13544242
885581,Hard Stop,Rule1,In Review,13544273
885582,Hard Stop,Rule2,In Review,13544279
885583,Hard Stop,Rule3,In Review,13544283
885584,Hard Stop,Rule6,In Review,13544291
885585,Hard Stop,Rule1,In Review,13544294
885586,Hard Stop,Rule6,In Review,13544315
885587,Hard Stop,Rule4,In Review,13544323
885588,Hard Stop,Rule5,In Review,13544332
885589,Hard Stop,Rule7,In Review,13544345
885590,Hard Stop,Rule4,In Review,13544363
885591,Hard Stop,Rule1,In Review,13544364
885592,Hard Stop,Rule3,In Review,13544378
885593,Hard Stop,Rule1,In Review,13544384
885594,Hard Stop,Rule2,In Review,13544399
885595,Hard Stop,Rule6,In Review,13544403
885596,Hard Stop,Rule7,In Review,13544414
885597,Hard Stop,Rule7,In Review,13544431
885598,Hard Stop,Rule4,In Review,13544433
